"accX","accY","accZ"
-0.03222656,0.1733398,-1.013184
-0.03271484,0.1757813,-1.010498
-0.03271484,0.1755371,-1.012207
-0.0324707,0.1750488,-1.011963
-0.03393555,0.1760254,-1.011963
-0.03320313,0.1767578,-1.013184
-0.03320313,0.1760254,-1.010254
-0.03442383,0.1760254,-1.012451
-0.03198242,0.1740723,-1.022217
-0.03417969,0.175293,-1.008301
-0.03271484,0.1772461,-1.008545
-0.03149414,0.1748047,-1.02002
-0.03125,0.1721191,-1.006836
-0.02905273,0.1726074,-1.009277
-0.02832031,0.1716309,-1.015869
-0.03027344,0.1716309,-1.005371
-0.02978516,0.1743164,-1.008545
-0.02905273,0.1755371,-1.010254
-0.03027344,0.1757813,-1.006104
-0.03149414,0.1765137,-1.01123
-0.03149414,0.1762695,-1.007813
-0.03125,0.175293,-1.011719
-0.03271484,0.1750488,-1.012939
-0.03100586,0.1750488,-1.010742
-0.03222656,0.1755371,-1.009033
-0.0300293,0.1777344,-1.015625
-0.03417969,0.1765137,-1.013428
-0.03515625,0.1750488,-1.011963
-0.03393555,0.1784668,-1.010986
-0.03295898,0.1787109,-1.017578
-0.03662109,0.1767578,-1.015625
-0.03564453,0.1779785,-1.018311
-0.03295898,0.1772461,-1.015869
-0.03271484,0.1760254,-1.018555
-0.03125,0.1757813,-1.009521
-0.03027344,0.175293,-1.006836
-0.02905273,0.1733398,-1.010986
-0.02856445,0.1723633,-1.007568
-0.02832031,0.1733398,-1.006104
-0.02832031,0.1716309,-1.009521
-0.02832031,0.170166,-1.007324
-0.02905273,0.1704102,-1.009766
-0.03051758,0.1711426,-1.010742
-0.03125,0.1728516,-1.009766
-0.0324707,0.1740723,-1.012939
-0.03369141,0.1760254,-1.013428
-0.03442383,0.1772461,-1.01123
-0.03442383,0.1762695,-1.012939
-0.03344727,0.1765137,-1.011719
-0.03344727,0.1762695,-1.012207
-0.03369141,0.1762695,-1.012695
-0.03295898,0.1762695,-1.011475
-0.03320313,0.1760254,-1.01123
-0.03344727,0.1762695,-1.014648
-0.0324707,0.1760254,-1.014404
-0.03198242,0.1748047,-1.011475
-0.03222656,0.1750488,-1.013184
-0.03222656,0.1760254,-1.012451
-0.0324707,0.1762695,-1.010498
-0.03271484,0.175293,-1.013184
-0.03320313,0.175293,-1.012207
-0.03393555,0.1767578,-1.011475
-0.03417969,0.1772461,-1.011719
-0.03442383,0.1774902,-1.010254
-0.03491211,0.177002,-1.013428
-0.03491211,0.1765137,-1.011719
-0.03491211,0.1767578,-1.008789
-0.03613281,0.1767578,-1.011475
-0.03710938,0.1765137,-1.012207
-0.03662109,0.175293,-1.011963
-0.03637695,0.1750488,-1.016357
-0.03588867,0.1750488,-1.016602
-0.03564453,0.1748047,-1.01416
-0.03515625,0.1750488,-1.015625
-0.03417969,0.1750488,-1.013184
-0.03320313,0.1738281,-1.013672
-0.03320313,0.1738281,-1.011475
-0.03295898,0.175293,-1.009521
-0.03271484,0.1767578,-1.011475
-0.03344727,0.1767578,-1.008789
-0.03417969,0.1762695,-1.008301
-0.03344727,0.1757813,-1.012451
-0.03442383,0.1750488,-1.010986
-0.03564453,0.1743164,-1.01123
-0.03540039,0.1745605,-1.014648
-0.03588867,0.1750488,-1.011475
-0.03613281,0.1755371,-1.01123
-0.03491211,0.1755371,-1.013184
-0.03515625,0.1755371,-1.01001
-0.03588867,0.1767578,-1.014648
-0.03613281,0.1760254,-1.011963
-0.03540039,0.1750488,-1.013428
-0.03417969,0.1750488,-1.01416
-0.03417969,0.1748047,-1.011719
-0.03344727,0.1743164,-1.013184
-0.03271484,0.1743164,-1.013916
-0.03344727,0.1748047,-1.010254
-0.03369141,0.1757813,-1.011963
-0.03369141,0.1757813,-1.01123
-0.03417969,0.1762695,-1.009766
-0.03466797,0.1767578,-1.012695
-0.03540039,0.1767578,-1.01123
-0.03491211,0.1767578,-1.01123
-0.03417969,0.1765137,-1.013672
-0.03491211,0.1767578,-1.01001
-0.03442383,0.1760254,-1.01123
-0.03491211,0.1755371,-1.008545
-0.03515625,0.1757813,-1.009277
-0.03417969,0.1757813,-1.011475
-0.03393555,0.1757813,-1.009521
-0.03417969,0.175293,-1.010986
-0.03369141,0.1755371,-1.012939
-0.03442383,0.1750488,-1.011963
-0.03466797,0.1743164,-1.013428
-0.03320313,0.1738281,-1.012207
-0.03344727,0.1738281,-1.010742
-0.03393555,0.1748047,-1.013916
-0.03417969,0.1760254,-1.012695
-0.03442383,0.1755371,-1.013184
-0.03466797,0.1748047,-1.010742
-0.03564453,0.1755371,-1.008545
-0.03588867,0.1767578,-1.010742
-0.03564453,0.177002,-1.009766
-0.03588867,0.1767578,-1.009277
-0.03564453,0.1767578,-1.011963
-0.03613281,0.1767578,-1.01123
-0.03637695,0.177002,-1.01123
-0.03564453,0.1767578,-1.012207
-0.03540039,0.1757813,-1.009766
-0.03540039,0.1750488,-1.012695
-0.03417969,0.1750488,-1.012695
-0.03442383,0.1755371,-1.009277
-0.03588867,0.1757813,-1.012207
-0.03662109,0.1757813,-1.01001
-0.03588867,0.1762695,-1.012695
-0.03491211,0.1755371,-1.011719
-0.03564453,0.1755371,-1.009277
-0.03564453,0.1762695,-1.011475
-0.03564453,0.1757813,-1.012207
-0.03637695,0.1755371,-1.011719
-0.03588867,0.1760254,-1.013672
-0.03515625,0.1762695,-1.012207
-0.03540039,0.1760254,-1.011719
-0.03515625,0.1755371,-1.013916
-0.03515625,0.1757813,-1.011475
-0.03540039,0.1762695,-1.012939
-0.03540039,0.1757813,-1.010498
-0.03588867,0.1760254,-1.011963
-0.03564453,0.1757813,-1.013428
-0.03588867,0.1750488,-1.01123
-0.03540039,0.1748047,-1.012695
-0.03491211,0.1750488,-1.012451
-0.03588867,0.1765137,-1.009766
-0.03637695,0.177002,-1.012451
-0.03564453,0.1765137,-1.010986
-0.03466797,0.1762695,-1.008789
-0.03393555,0.1765137,-1.011963
-0.03540039,0.1762695,-1.009521
-0.03662109,0.1767578,-1.009766
-0.03613281,0.1765137,-1.012451
-0.03637695,0.1762695,-1.011963
-0.03613281,0.1757813,-1.014648
-0.03613281,0.1757813,-1.010742
-0.03686523,0.1767578,-1.011475
-0.03637695,0.1772461,-1.012695
-0.03613281,0.177002,-1.01001
-0.03588867,0.1767578,-1.010742
-0.03540039,0.1767578,-1.012695
-0.03540039,0.1760254,-1.009766
-0.03564453,0.1760254,-1.01123
-0.03588867,0.1762695,-1.012695
-0.03588867,0.1760254,-1.01001
-0.03588867,0.1757813,-1.012207
-0.03515625,0.175293,-1.012451
-0.03442383,0.1748047,-1.01001
-0.03466797,0.1755371,-1.012451
-0.03515625,0.1757813,-1.010986
-0.03540039,0.1755371,-1.011719
-0.03515625,0.1755371,-1.011719
-0.03515625,0.1757813,-1.01123
-0.03613281,0.1755371,-1.011475
-0.03686523,0.1767578,-1.012695
-0.03637695,0.1774902,-1.010742
-0.03662109,0.1774902,-1.011719
-0.03662109,0.1772461,-1.012939
-0.03662109,0.177002,-1.011963
-0.03662109,0.1760254,-1.011719
-0.03564453,0.1762695,-1.013184
-0.03442383,0.1762695,-1.01123
-0.03515625,0.1755371,-1.011963
-0.03442383,0.1760254,-1.009521
-0.03466797,0.1760254,-1.007568
-0.03515625,0.175293,-1.010742
-0.03466797,0.175293,-1.01001
-0.03491211,0.1755371,-1.01001
-0.03515625,0.1755371,-1.013428
-0.03613281,0.1757813,-1.011475
-0.03662109,0.1760254,-1.009033
-0.03637695,0.1762695,-1.012695
-0.03637695,0.1762695,-1.010986
-0.03637695,0.1765137,-1.010742
-0.03637695,0.1772461,-1.013428
-0.03686523,0.1772461,-1.010986
-0.03735352,0.177002,-1.01416
-0.03735352,0.1772461,-1.012207
-0.03735352,0.177002,-1.010986
-0.03686523,0.1767578,-1.012939
-0.03637695,0.1767578,-1.010986
-0.03564453,0.1760254,-1.010986
-0.03540039,0.1762695,-1.013184
-0.03515625,0.1762695,-1.01001
-0.03515625,0.1757813,-1.010254
-0.03491211,0.1750488,-1.013184
-0.03515625,0.175293,-1.010986
-0.03564453,0.1748047,-1.009766
-0.03564453,0.175293,-1.012207
-0.03564453,0.1760254,-1.010498
-0.03662109,0.1757813,-1.012695
-0.03588867,0.1760254,-1.011719
-0.03637695,0.1757813,-1.011475
-0.03710938,0.1767578,-1.013672
-0.03735352,0.1777344,-1.011963
-0.03686523,0.1772461,-1.011475
-0.03637695,0.175293,-1.013428
-0.03637695,0.1750488,-1.011963
-0.03686523,0.1757813,-1.010986
-0.03637695,0.1765137,-1.013184
-0.03540039,0.1762695,-1.010986
-0.03515625,0.175293,-1.01123
-0.03564453,0.1750488,-1.013916
-0.03564453,0.1750488,-1.011963
-0.03662109,0.1748047,-1.012939
-0.03564453,0.1750488,-1.011475
-0.03515625,0.1755371,-1.010254
-0.03491211,0.1760254,-1.011963
-0.03588867,0.1762695,-1.011475
-0.03662109,0.1762695,-1.009766
-0.03735352,0.1767578,-1.012695
-0.03808594,0.1777344,-1.011475
-0.03735352,0.1772461,-1.010498
-0.03662109,0.1765137,-1.013428
-0.03588867,0.1760254,-1.014404
-0.03564453,0.1750488,-1.012695
-0.03588867,0.175293,-1.013672
-0.03613281,0.1755371,-1.011963
-0.03515625,0.1755371,-1.010742
-0.03515625,0.1760254,-1.011719
-0.03491211,0.1765137,-1.010986
-0.03637695,0.1765137,-1.011963
-0.03662109,0.1762695,-1.01123
-0.03564453,0.1760254,-1.009277
-0.03564453,0.1760254,-1.010986
-0.03588867,0.1760254,-1.012695
-0.03540039,0.1760254,-1.011475
-0.03564453,0.1765137,-1.011475
-0.03637695,0.177002,-1.012939
-0.03710938,0.177002,-1.010986
-0.03710938,0.1767578,-1.011475
-0.03588867,0.1760254,-1.012207
-0.03540039,0.1765137,-1.011719
-0.03613281,0.1762695,-1.011719
-0.03588867,0.1762695,-1.009766
-0.03540039,0.1767578,-1.010254
-0.03588867,0.177002,-1.011719
-0.03613281,0.1765137,-1.012451
-0.03540039,0.1757813,-1.011963
-0.03540039,0.1757813,-1.012207
-0.03588867,0.1762695,-1.01123
-0.03588867,0.1760254,-1.010498
-0.03540039,0.175293,-1.011475
-0.03417969,0.1748047,-1.01123
-0.03344727,0.1743164,-1.010254
-0.03442383,0.1745605,-1.011963
-0.03564453,0.1757813,-1.009033
-0.03564453,0.1757813,-1.010742
-0.03491211,0.1757813,-1.011719
-0.03491211,0.1757813,-1.01123
-0.03588867,0.1757813,-1.011475
-0.03564453,0.1762695,-1.012695
-0.03564453,0.177002,-1.010498
-0.03686523,0.1774902,-1.011719
-0.03613281,0.1772461,-1.013428
-0.03515625,0.1767578,-1.012207
-0.03540039,0.175293,-1.010986
-0.03393555,0.1750488,-1.012451
-0.03320313,0.1757813,-1.010254
-0.03442383,0.1757813,-1.010498
-0.03393555,0.1750488,-1.011475
-0.03417969,0.1740723,-1.01001
-0.03540039,0.175293,-1.013428
-0.03686523,0.1762695,-1.010742
-0.03808594,0.1767578,-1.010742
-0.03759766,0.177002,-1.013428
-0.03759766,0.177002,-1.012695
-0.0378418,0.177002,-1.012451
-0.03833008,0.1774902,-1.014404
-0.0378418,0.1774902,-1.011963
-0.03662109,0.177002,-1.012939
-0.03588867,0.1767578,-1.01416
-0.03588867,0.1760254,-1.01123
-0.0324707,0.1745605,-1.009277
-0.03662109,0.177002,-1.011963
-0.03540039,0.1755371,-1.000977
-0.03344727,0.1779785,-1.016113
-0.03491211,0.1762695,-1.010742
-0.03662109,0.1757813,-1.00708
-0.03417969,0.1755371,-1.016113
-0.03393555,0.1745605,-1.01123
-0.03515625,0.1755371,-1.009521
-0.03466797,0.1743164,-1.016113
-0.03540039,0.1745605,-1.010986
-0.03515625,0.1748047,-1.012451
-0.03466797,0.1740723,-1.015625
-0.03540039,0.175293,-1.011475
-0.03515625,0.1765137,-1.012207
-0.03491211,0.1774902,-1.01123
-0.03588867,0.1765137,-1.009766
-0.03588867,0.177002,-1.011719
-0.03686523,0.177002,-1.01123
-0.03686523,0.177002,-1.013184
-0.03588867,0.1757813,-1.013428
-0.03613281,0.1750488,-1.010986
-0.03540039,0.1743164,-1.013672
-0.03491211,0.1745605,-1.012939
-0.03613281,0.1760254,-1.010742
-0.03686523,0.1767578,-1.012207
-0.03613281,0.1760254,-1.013184
-0.03613281,0.175293,-1.011963
-0.03540039,0.1755371,-1.013672
-0.03540039,0.1765137,-1.011963
-0.03613281,0.1765137,-1.010742
-0.03564453,0.1767578,-1.009277
-0.03588867,0.1765137,-1.008057
-0.03564453,0.1765137,-1.010986
-0.03588867,0.1765137,-1.010254
-0.03662109,0.1760254,-1.011719
-0.03686523,0.1755371,-1.013428
-0.03662109,0.1760254,-1.011719
-0.03686523,0.1757813,-1.011963
-0.03637695,0.1760254,-1.013184
-0.03564453,0.1765137,-1.010742
-0.03564453,0.1762695,-1.012207
-0.03613281,0.1762695,-1.014648
-0.03637695,0.1760254,-1.012695
-0.03491211,0.1762695,-1.012451
-0.03515625,0.177002,-1.010986
-0.03613281,0.1767578,-1.012695
-0.03662109,0.1765137,-1.013428
-0.03686523,0.1767578,-1.01123
-0.03710938,0.1765137,-1.011475
-0.03662109,0.177002,-1.013428
-0.03637695,0.1774902,-1.011719
-0.03735352,0.177002,-1.012207
-0.03710938,0.1767578,-1.012451
-0.03637695,0.1774902,-1.009277
-0.03588867,0.1772461,-1.009521
-0.03588867,0.1767578,-1.01123
-0.03686523,0.1772461,-1.008545
-0.03710938,0.1779785,-1.009766
-0.03637695,0.1765137,-1.01123
-0.03613281,0.175293,-1.01123
-0.03637695,0.175293,-1.012207
-0.03759766,0.175293,-1.010742
-0.03686523,0.1748047,-1.012207
-0.03588867,0.175293,-1.01416
-0.03735352,0.1767578,-1.010254
-0.03735352,0.1765137,-1.012207
-0.03686523,0.1760254,-1.012695
-0.0378418,0.1767578,-1.010986
-0.03881836,0.1767578,-1.014404
-0.03857422,0.1762695,-1.014648
-0.03759766,0.1760254,-1.011475
-0.03710938,0.1762695,-1.012695
-0.03833008,0.1779785,-1.009033
-0.03808594,0.1779785,-1.010742
-0.03735352,0.1782227,-1.010498
-0.03735352,0.1782227,-1.009033
-0.03759766,0.1777344,-1.010986
-0.0378418,0.1772461,-1.01123
-0.03808594,0.1762695,-1.012207
-0.03759766,0.1762695,-1.013184
-0.03735352,0.1767578,-1.01123
-0.03735352,0.1762695,-1.010498
-0.03710938,0.1757813,-1.013428
-0.03686523,0.1765137,-1.012207
-0.03735352,0.1765137,-1.011719
-0.03735352,0.1757813,-1.012695
-0.0378418,0.1757813,-1.010986
-0.03710938,0.1760254,-1.013672
-0.03735352,0.1767578,-1.011475
-0.03833008,0.1767578,-1.011475
-0.03857422,0.1760254,-1.012451
-0.0390625,0.1760254,-1.01123
-0.03979492,0.1765137,-1.011475
-0.03857422,0.1774902,-1.013672
-0.03735352,0.177002,-1.010742
-0.03735352,0.1765137,-1.010498
-0.03686523,0.1762695,-1.01123
-0.03588867,0.1762695,-1.008301
-0.03466797,0.1757813,-1.008545
-0.03417969,0.175293,-1.01001
-0.03442383,0.1745605,-1.011963
-0.03491211,0.1740723,-1.013916
-0.03564453,0.1745605,-1.010742
-0.03588867,0.1760254,-1.009033
-0.03637695,0.1777344,-1.008789
-0.03735352,0.1791992,-1.006104
-0.03881836,0.1806641,-1.006836
-0.04003906,0.1813965,-1.009766
-0.04101563,0.1809082,-1.012451
-0.04077148,0.1779785,-1.01416
-0.0402832,0.1755371,-1.01709
-0.0402832,0.175293,-1.018066
-0.03979492,0.1750488,-1.017578
-0.04003906,0.1745605,-1.017334
-0.03955078,0.1757813,-1.013428
-0.0390625,0.1767578,-1.011963
-0.0390625,0.1777344,-1.01001
-0.03930664,0.1779785,-1.009277
-0.03857422,0.1784668,-1.008789
-0.0378418,0.1789551,-1.005859
-0.03833008,0.1791992,-1.004883
-0.03881836,0.1796875,-1.007324
-0.0390625,0.1796875,-1.008301
-0.03955078,0.1787109,-1.009277
-0.0402832,0.1774902,-1.011475
-0.04101563,0.177002,-1.013428
-0.04199219,0.1782227,-1.01416
-0.04418945,0.1794434,-1.017334
-0.04541016,0.1791992,-1.019531
-0.04223633,0.1767578,-1.020508
-0.04003906,0.1762695,-1.017334
-0.03857422,0.1762695,-1.012939
-0.0378418,0.1772461,-1.010986
-0.03613281,0.1777344,-1.010498
-0.03540039,0.1777344,-1.006348
-0.03564453,0.1779785,-1.004883
-0.03564453,0.1782227,-1.006104
-0.03515625,0.177002,-1.005615
-0.03417969,0.1748047,-1.009521
-0.03369141,0.1730957,-1.011475
-0.03417969,0.1730957,-1.009766
-0.03491211,0.1730957,-1.010498
-0.03540039,0.1730957,-1.011963
-0.0378418,0.1757813,-1.011719
-0.03833008,0.1760254,-1.015137
-0.03759766,0.177002,-1.016357
-0.03710938,0.1760254,-1.01416
-0.03662109,0.1730957,-1.015137
-0.03564453,0.1708984,-1.017822
-0.03491211,0.171875,-1.020264
-0.03710938,0.1721191,-1.025879
-0.03735352,0.1696777,-1.033203
-0.03369141,0.1669922,-1.036865
-0.02783203,0.1687012,-1.029053
-0.02319336,0.1733398,-1.01123
-0.01953125,0.1765137,-0.9975586
-0.01586914,0.1796875,-0.9863281
-0.02270508,0.1862793,-0.9658203
-0.02416992,0.1882324,-0.9641113
-0.01831055,0.1711426,-1.033691
-0.02368164,0.1611328,-1.031006
-0.0324707,0.177002,-0.9951172
-0.03442383,0.1838379,-1.012939
-0.03735352,0.177002,-1.017578
-0.04077148,0.1801758,-1.006348
-0.03955078,0.1818848,-1.019287
-0.04003906,0.177002,-1.019531
-0.0390625,0.1755371,-1.016113
-0.03515625,0.173584,-1.020752
-0.03393555,0.171875,-1.01416
-0.03369141,0.1726074,-1.011963
-0.03173828,0.1743164,-1.006836
-0.03222656,0.1743164,-1.001221
-0.03100586,0.1704102,-1.005615
-0.03198242,0.1682129,-1.009277
-0.03662109,0.1721191,-1.010986
-0.04199219,0.1782227,-1.014404
-0.04614258,0.184082,-1.012695
-0.04663086,0.1879883,-1.010498
-0.04516602,0.1875,-1.011963
-0.04443359,0.1845703,-1.009521
-0.04736328,0.1850586,-1.01416
-0.05004883,0.1875,-1.018555
-0.05151367,0.1894531,-1.012451
-0.05273438,0.1906738,-1.013916
-0.05297852,0.1894531,-1.015869
-0.05249023,0.1887207,-1.012451
-0.04931641,0.1843262,-1.01416
-0.04589844,0.1804199,-1.013184
-0.04443359,0.1813965,-1.010742
-0.0456543,0.1838379,-1.009033
-0.04760742,0.1850586,-1.009277
-0.04931641,0.1855469,-1.010498
-0.04980469,0.1865234,-1.011963
-0.04980469,0.1867676,-1.012939
-0.04956055,0.1853027,-1.011475
-0.04858398,0.1843262,-1.009521
-0.04858398,0.1850586,-1.008301
-0.05004883,0.1862793,-1.009521
-0.05004883,0.1894531,-1.005371
-0.04907227,0.1889648,-1.007568
-0.05053711,0.1867676,-1.011719
-0.05102539,0.1850586,-1.013184
-0.05102539,0.1848145,-1.013672
-0.05126953,0.1850586,-1.015381
-0.05151367,0.1850586,-1.01709
-0.05004883,0.1845703,-1.017578
-0.04785156,0.1826172,-1.014893
-0.04638672,0.1828613,-1.009766
-0.04638672,0.1850586,-1.006592
-0.0480957,0.1872559,-1.006348
-0.04931641,0.1875,-1.010742
-0.0480957,0.1870117,-1.010498
-0.04663086,0.1865234,-1.009033
-0.04736328,0.1860352,-1.009766
-0.0480957,0.1860352,-1.007813
-0.04907227,0.1872559,-1.008789
-0.04956055,0.1879883,-1.011475
-0.04956055,0.1862793,-1.012207
-0.04882813,0.1848145,-1.012207
-0.04760742,0.1843262,-1.010742
-0.046875,0.184082,-1.009277
-0.0456543,0.1831055,-1.008789
-0.04492188,0.1826172,-1.008789
-0.04541016,0.1833496,-1.008301
-0.04711914,0.1853027,-1.009766
-0.04931641,0.185791,-1.009521
-0.05004883,0.1853027,-1.009521
-0.04858398,0.1835938,-1.013184
-0.04785156,0.1833496,-1.011963
-0.0480957,0.1838379,-1.010254
-0.04736328,0.185791,-1.009033
-0.04736328,0.1872559,-1.00708
-0.04736328,0.1875,-1.006836
-0.04663086,0.1855469,-1.009033
-0.046875,0.1845703,-1.010742
-0.04711914,0.1850586,-1.012451
-0.04785156,0.1850586,-1.012939
-0.04956055,0.1850586,-1.011719
-0.04956055,0.185791,-1.010254
-0.04833984,0.1855469,-1.009033
-0.04760742,0.1848145,-1.009521
-0.04882813,0.1838379,-1.01416
-0.0480957,0.1828613,-1.016602
-0.046875,0.1813965,-1.012695
-0.0456543,0.1816406,-1.010498
-0.04467773,0.1828613,-1.010498
-0.04516602,0.1835938,-1.007568
-0.04638672,0.1833496,-1.008301
-0.046875,0.1826172,-1.01001
-0.046875,0.1826172,-1.009766
-0.04711914,0.1828613,-1.01123
-0.04760742,0.1831055,-1.013428
-0.04736328,0.1826172,-1.013184
-0.0456543,0.1816406,-1.012207
-0.04516602,0.182373,-1.011475
-0.046875,0.182373,-1.010254
-0.04589844,0.1821289,-1.012207
-0.04614258,0.1828613,-1.011475
-0.04663086,0.1835938,-1.01123
-0.04638672,0.1831055,-1.011963
-0.0456543,0.182373,-1.010986
-0.04589844,0.182373,-1.008789
-0.046875,0.1838379,-1.008301
-0.04638672,0.1845703,-1.008789
-0.04541016,0.1831055,-1.008301
-0.04516602,0.1816406,-1.009521
-0.04638672,0.1811523,-1.010742
-0.04614258,0.1806641,-1.01123
-0.04467773,0.1796875,-1.01123
-0.04492188,0.1791992,-1.010742
-0.04418945,0.1796875,-1.01123
-0.04443359,0.1804199,-1.010498
-0.04614258,0.1799316,-1.009766
-0.04638672,0.1794434,-1.010498
-0.04541016,0.1787109,-1.011719
-0.04443359,0.1779785,-1.011719
-0.04370117,0.1779785,-1.011475
-0.04394531,0.1787109,-1.009766
-0.04492188,0.1804199,-1.008545
-0.04541016,0.1818848,-1.010986
-0.04663086,0.1821289,-1.012207
-0.04785156,0.1816406,-1.013672
-0.04785156,0.1809082,-1.015381
-0.04785156,0.1811523,-1.013916
-0.04638672,0.1811523,-1.013672
-0.0456543,0.1809082,-1.012207
-0.04467773,0.1806641,-1.01123
-0.04370117,0.1796875,-1.010986
-0.04345703,0.1787109,-1.010498
-0.04321289,0.1787109,-1.010742
-0.04345703,0.1787109,-1.01123
-0.04443359,0.1784668,-1.011475
-0.04443359,0.1789551,-1.011475
-0.04370117,0.1789551,-1.010742
-0.04418945,0.1789551,-1.010254
-0.04516602,0.1789551,-1.010498
-0.04467773,0.1777344,-1.012207
-0.04638672,0.1791992,-1.010742
-0.04467773,0.1789551,-1.012939
-0.04394531,0.1777344,-1.011963
-0.04418945,0.1784668,-1.011475
-0.04394531,0.1779785,-1.010498
-0.04321289,0.177002,-1.00708
-0.04272461,0.1777344,-1.008301
-0.04345703,0.1789551,-1.008301
-0.04394531,0.1799316,-1.007813
-0.04443359,0.1794434,-1.012207
-0.04638672,0.1789551,-1.012207
-0.04589844,0.1789551,-1.012695
-0.04541016,0.1787109,-1.01416
-0.04663086,0.1799316,-1.009766
-0.04492188,0.1796875,-1.013184
-0.04516602,0.1791992,-1.009766
-0.04492188,0.1782227,-1.013184
-0.04492188,0.1787109,-1.012207
-0.04516602,0.1791992,-1.01123
-0.04443359,0.1787109,-1.011719
-0.04345703,0.1784668,-1.009521
-0.04345703,0.1784668,-1.008789
-0.04418945,0.1789551,-1.01123
-0.0456543,0.1801758,-1.009766
-0.04663086,0.1809082,-1.007324
-0.04516602,0.1804199,-1.009033
-0.04443359,0.1787109,-1.008301
-0.04541016,0.1789551,-1.009521
-0.04638672,0.1791992,-1.012451
-0.0456543,0.1784668,-1.013916
-0.04443359,0.1779785,-1.013916
-0.04345703,0.1787109,-1.011719
-0.04296875,0.1784668,-1.011719
-0.04296875,0.1774902,-1.010254
-0.04321289,0.1772461,-1.008545
-0.04345703,0.1787109,-1.009033
-0.04272461,0.1794434,-1.008789
-0.04272461,0.1789551,-1.008301
-0.04296875,0.1784668,-1.009521
-0.04272461,0.1779785,-1.010742
-0.04345703,0.1777344,-1.009521
-0.04492188,0.1782227,-1.012207
-0.04638672,0.1787109,-1.014404
-0.04614258,0.1791992,-1.015625
-0.04516602,0.1791992,-1.013916
-0.04345703,0.1787109,-1.01416
-0.04248047,0.1782227,-1.010986
-0.04223633,0.1784668,-1.009033
-0.04223633,0.1774902,-1.010254
-0.04101563,0.1765137,-1.009766
-0.04052734,0.1767578,-1.010498
-0.04101563,0.1762695,-1.011475
-0.04101563,0.1755371,-1.011475
-0.04101563,0.1755371,-1.009033
-0.04150391,0.1760254,-1.009277
-0.04174805,0.1757813,-1.010254
-0.04125977,0.1755371,-1.011475
-0.04125977,0.1750488,-1.011719
-0.04174805,0.1757813,-1.012695
-0.04174805,0.1762695,-1.009277
-0.04174805,0.1765137,-1.010254
-0.04150391,0.1757813,-1.010498
-0.0402832,0.1755371,-1.011719
-0.04003906,0.1745605,-1.012451
-0.03979492,0.1740723,-1.013184
-0.04077148,0.1743164,-1.012207
-0.04223633,0.1755371,-1.010254
-0.04345703,0.177002,-1.011475
-0.04272461,0.177002,-1.011719
-0.04174805,0.1762695,-1.013184
-0.04199219,0.1755371,-1.013184
-0.04199219,0.1748047,-1.010986
-0.04150391,0.1743164,-1.01123
-0.04101563,0.1745605,-1.010742
-0.0402832,0.1745605,-1.011475
-0.04003906,0.1743164,-1.011963
-0.04003906,0.1743164,-1.012695
-0.04052734,0.175293,-1.01123
-0.04174805,0.1755371,-1.009033
-0.04174805,0.175293,-1.009521
-0.04003906,0.1748047,-1.01001
-0.03955078,0.1745605,-1.011719
-0.04101563,0.1740723,-1.012451
-0.04125977,0.1745605,-1.013672
-0.04150391,0.1750488,-1.009766
-0.04150391,0.1767578,-1.009521
-0.04077148,0.177002,-1.010254
-0.04150391,0.1765137,-1.010986
-0.04150391,0.1757813,-1.012695
-0.04125977,0.1743164,-1.010986
-0.04248047,0.173584,-1.010742
-0.04394531,0.1743164,-1.011963
-0.04345703,0.1750488,-1.013184
-0.04345703,0.1755371,-1.014648
-0.04345703,0.175293,-1.014404
-0.04296875,0.1750488,-1.013428
-0.04345703,0.1755371,-1.012695
-0.04321289,0.1762695,-1.010742
-0.04174805,0.177002,-1.008545
-0.04125977,0.1762695,-1.012207
-0.04150391,0.1762695,-1.012939
-0.04223633,0.177002,-1.009277
-0.04394531,0.1772461,-1.009766
-0.04394531,0.177002,-1.010254
-0.04272461,0.177002,-1.009766
-0.04223633,0.1765137,-1.01001
-0.04199219,0.175293,-1.013428
-0.04248047,0.1743164,-1.013916
-0.04370117,0.1745605,-1.012451
-0.04370117,0.1757813,-1.012451
-0.04248047,0.1755371,-1.010986
-0.04248047,0.175293,-1.012939
-0.04248047,0.1743164,-1.012451
-0.04125977,0.1730957,-1.013672
-0.04272461,0.1738281,-1.011475
-0.04272461,0.1748047,-1.010498
-0.04174805,0.175293,-1.011719
-0.04077148,0.1755371,-1.012451
-0.04125977,0.1760254,-1.01123
-0.04223633,0.1762695,-1.011719
-0.04370117,0.1767578,-1.008301
-0.04467773,0.1784668,-1.006348
-0.04370117,0.1787109,-1.008301
-0.04248047,0.1762695,-1.012207
-0.04199219,0.1745605,-1.013672
-0.04272461,0.1740723,-1.015869
-0.04370117,0.1738281,-1.015381
-0.04394531,0.1740723,-1.012939
-0.04199219,0.1748047,-1.012939
-0.04125977,0.173584,-1.013672
-0.04052734,0.1723633,-1.015137
-0.03979492,0.1721191,-1.014648
-0.03930664,0.1721191,-1.010986
-0.03930664,0.1728516,-1.008545
-0.03881836,0.1738281,-1.007324
-0.03808594,0.1738281,-1.008301
-0.03881836,0.173584,-1.009033
-0.03955078,0.1738281,-1.009277
-0.04052734,0.1750488,-1.009033
-0.04248047,0.1760254,-1.009521
-0.04394531,0.1762695,-1.010742
-0.04345703,0.175293,-1.010986
